基金代码,拼音缩写,基金简称,基金类型,拼音全称
021490,ZHQSLHHHFQC,中航趋势领航混合发起C,混合型-偏股,ZHONGHANGQUSHILINGHANGHUNHEFAQIC
021491,ZHYJLHHHFQA,中航远见领航混合发起A,混合型-偏股,ZHONGHANGYUANJIANLINGHANGHUNHEFAQIA
021492,ZHYJLHHHFQC,中航远见领航混合发起C,混合型-偏股,ZHONGHANGYUANJIANLINGHANGHUNHEFAQIC
021500,JSCCYZCZGPC,景顺长城优质成长股票C,股票型,JINGSHUNCHANGCHENGYOUZHICHENGZHANGGUPIAOC
021501,XAKJQDHHA,信澳科技驱动混合A,混合型-偏股,XINAOKEJIQUDONGHUNHEA
021502,XAKJQDHHC,信澳科技驱动混合C,混合型-偏股,XINAOKEJIQUDONGHUNHEC
021503,JSCCCZZXGPC,景顺长城成长之星股票C,股票型,JINGSHUNCHANGCHENGCHENGZHANGZHIXINGGUPIAOC
021510,HLBDTCYHHFQA,宏利半导体产业混合发起A,混合型-偏股,HONGLIBANDAOTICHANYEHUNHEFAQIA
021511,HLBDTCYHHFQC,宏利半导体产业混合发起C,混合型-偏股,HONGLIBANDAOTICHANYEHUNHEFAQIC
021512,JSCCZZCYHHC,景顺长城支柱产业混合C,混合型-偏股,JINGSHUNCHANGCHENGZHIZHUCHANYEHUNHEC
021513,FGGGTHLJXHHA,富国港股通红利精选混合A,混合型-偏股,FUGUOGANGGUTONGHONGLIJINGXUANHUNHEA
021514,FGGGTHLJXHHC,富国港股通红利精选混合C,混合型-偏股,FUGUOGANGGUTONGHONGLIJINGXUANHUNHEC
021515,HTFHLZXHHFQSA,汇添富红利智选混合发起式A,混合型-偏股,HUITIANFUHONGLIZHIXUANHUNHEFAQISHIA
021516,HTFHLZXHHFQSC,汇添富红利智选混合发起式C,混合型-偏股,HUITIANFUHONGLIZHIXUANHUNHEFAQISHIC
021523,CTJZDLHHC,财通价值动量混合C,混合型-灵活,CAITONGJIAZHIDONGLIANGHUNHEC
021524,THJXZXHHFQA,天弘匠心臻选混合发起A,混合型-偏股,TIANHONGJIANGXINZHENXUANHUNHEFAQIA
021525,THJXZXHHFQC,天弘匠心臻选混合发起C,混合型-偏股,TIANHONGJIANGXINZHENXUANHUNHEFAQIC
021526,NHFHHHC,南华丰汇混合C,混合型-偏股,NANHUAFENGHUIHUNHEC
021528,CTCZYXHHC,财通成长优选混合C,混合型-灵活,CAITONGCHENGZHANGYOUXUANHUNHEC
021541,JXSHZRHHC,建信社会责任混合C,混合型-偏股,JIANXINSHEHUIZERENHUNHEC
021542,GTRYXXXFHHC,国投瑞银信息消费混合C,混合型-灵活,GUOTOURUIYINXINXIXIAOFEIHUNHEC
021543,GTRYZCHHC,国投瑞银招财混合C,混合型-灵活,GUOTOURUIYINZHAOCAIHUNHEC
021546,GTRYCXYLHHC,国投瑞银创新医疗混合C,混合型-灵活,GUOTOURUIYINCHUANGXINYILIAOHUNHEC
021558,GYXDFWYHHC,工银现代服务业混合C,混合型-灵活,GONGYINXIANDAIFUWUYEHUNHEC
021570,HXHLLHXGGPA,华夏红利量化选股股票A,股票型,HUAXIAHONGLILIANGHUAXUANGUGUPIAOA
021571,HXHLLHXGGPC,华夏红利量化选股股票C,股票型,HUAXIAHONGLILIANGHUAXUANGUGUPIAOC
021576,PAYJZXHHA,平安研究智选混合A,混合型-偏股,PINGANYANJIUZHIXUANHUNHEA
021577,PAYJZXHHC,平安研究智选混合C,混合型-偏股,PINGANYANJIUZHIXUANHUNHEC
021590,XQJZYSHHA,兴全竞争优势混合A,混合型-偏股,XINGQUANJINGZHENGYOUSHIHUNHEA
021591,XQJZYSHHC,兴全竞争优势混合C,混合型-偏股,XINGQUANJINGZHENGYOUSHIHUNHEC
021593,SYSZJJHHFQSA,上银数字经济混合发起式A,混合型-偏股,SHANGYINSHUZIJINGJIHUNHEFAQISHIA
021594,SYSZJJHHFQSC,上银数字经济混合发起式C,混合型-偏股,SHANGYINSHUZIJINGJIHUNHEFAQISHIC
021595,GLAXJXHHC,国联安新精选混合C,混合型-灵活,GUOLIANANXINJINGXUANHUNHEC
021604,XHJJJZLHPZHHC,新华积极价值灵活配置混合C,混合型-灵活,XINHUAJIJIJIAZHILINGHUOPEIZHIHUNHEC
021605,FGXFJX30GPC,富国消费精选30股票C,股票型,FUGUOXIAOFEIJINGXUAN30GUPIAOC
021623,THXXCYHHFQA,天弘新兴产业混合发起A,混合型-偏股,TIANHONGXINXINGCHANYEHUNHEFAQIA
021624,THXXCYHHFQC,天弘新兴产业混合发起C,混合型-偏股,TIANHONGXINXINGCHANYEHUNHEFAQIC
021625,BSWYZZHHC,博时外延增长混合C,混合型-灵活,BOSHIWAIYANZENGZHANGHUNHEC
021626,HFBDTCYHHFQSA,华富半导体产业混合发起式A,混合型-偏股,HUAFUBANDAOTICHANYEHUNHEFAQISHIA
021627,HFBDTCYHHFQSC,华富半导体产业混合发起式C,混合型-偏股,HUAFUBANDAOTICHANYEHUNHEFAQISHIC
021629,HAHLJYGPFQSA,华安红利机遇股票发起式A,股票型,HUAANHONGLIJIYUGUPIAOFAQISHIA
021630,HAHLJYGPFQSC,华安红利机遇股票发起式C,股票型,HUAANHONGLIJIYUGUPIAOFAQISHIC
021631,XYJYZXHHFQA,兴银聚优智选混合发起A,混合型-偏股,XINGYINJUYOUZHIXUANHUNHEFAQIA
021632,XYJYZXHHFQC,兴银聚优智选混合发起C,混合型-偏股,XINGYINJUYOUZHIXUANHUNHEFAQIC
021636,CCZQYXHHFQSA,长城周期优选混合发起式A,混合型-偏股,CHANGCHENGZHOUQIYOUXUANHUNHEFAQISHIA
021637,CCZQYXHHFQSC,长城周期优选混合发起式C,混合型-偏股,CHANGCHENGZHOUQIYOUXUANHUNHEFAQISHIC
021642,FGZYJXHHFQSA,富国资源精选混合发起式A,混合型-偏股,FUGUOZIYUANJINGXUANHUNHEFAQISHIA
021647,DFHDLLHHHA,东方红动力领航混合A,混合型-偏股,DONGFANGHONGDONGLILINGHANGHUNHEA
021648,DFHDLLHHHC,东方红动力领航混合C,混合型-偏股,DONGFANGHONGDONGLILINGHANGHUNHEC
021649,FGZXCZLHPZHHC,富国臻选成长灵活配置混合C,混合型-灵活,FUGUOZHENXUANCHENGZHANGLINGHUOPEIZHIHUNHEC
021650,DFHHLLHXGHHFQA,东方红红利量化选股混合发起A,混合型-偏股,DONGFANGHONGHONGLILIANGHUAXUANGUHUNHEFAQIA
021651,DFHHLLHXGHHFQC,东方红红利量化选股混合发起C,混合型-偏股,DONGFANGHONGHONGLILIANGHUAXUANGUHUNHEFAQIC
021655,HFTLHXGHHA,海富通量化选股混合A,混合型-偏股,HAIFUTONGLIANGHUAXUANGUHUNHEA
021656,HFTLHXGHHC,海富通量化选股混合C,混合型-偏股,HAIFUTONGLIANGHUAXUANGUHUNHEC
021663,HBCYHHHA,汇百川远航混合A,混合型-偏股,HUIBAICHUANYUANHANGHUNHEA
021664,HBCYHHHC,汇百川远航混合C,混合型-偏股,HUIBAICHUANYUANHANGHUNHEC
021665,ZYZQYXHHFQA,中银周期优选混合发起A,混合型-偏股,ZHONGYINZHOUQIYOUXUANHUNHEFAQIA
021666,ZYZQYXHHFQC,中银周期优选混合发起C,混合型-偏股,ZHONGYINZHOUQIYOUXUANHUNHEFAQIC
021692,ZSZGZDLHXGHHFQA,招商资管智达量化选股混合发起A,混合型-偏股,ZHAOSHANGZIGUANZHIDALIANGHUAXUANGUHUNHEFAQIA
021693,ZSZGZDLHXGHHFQC,招商资管智达量化选股混合发起C,混合型-偏股,ZHAOSHANGZIGUANZHIDALIANGHUAXUANGUHUNHEFAQIC
021699,HTFYJCZHHFQSA,汇添富远见成长混合发起式A,混合型-偏股,HUITIANFUYUANJIANCHENGZHANGHUNHEFAQISHIA
021700,HTFYJCZHHFQSC,汇添富远见成长混合发起式C,混合型-偏股,HUITIANFUYUANJIANCHENGZHANGHUNHEFAQISHIC
021710,HTBRGGTLHHHC,华泰柏瑞港股通量化混合C,混合型-灵活,HUATAIBAIRUIGANGGUTONGLIANGHUAHUNHEC
021711,NFZQYXHHFQA,南方周期优选混合发起A,混合型-偏股,NANFANGZHOUQIYOUXUANHUNHEFAQIA
021712,NFZQYXHHFQC,南方周期优选混合发起C,混合型-偏股,NANFANGZHOUQIYOUXUANHUNHEFAQIC
021726,HDZXQCHHA,泓德智选启诚混合A,混合型-偏股,HONGDEZHIXUANQICHENGHUNHEA
021727,HDZXQCHHC,泓德智选启诚混合C,混合型-偏股,HONGDEZHIXUANQICHENGHUNHEC
021730,FDDTCZHHA,富达低碳成长混合A,混合型-偏股,FUDADITANCHENGZHANGHUNHEA
021731,FDDTCZHHC,富达低碳成长混合C,混合型-偏股,FUDADITANCHENGZHANGHUNHEC
021734,GFJBMYXHHC,国富基本面优选混合C,混合型-偏股,GUOFUJIBENMIANYOUXUANHUNHEC
021741,JSXCFHHC,嘉实新财富混合C,混合型-灵活,JIASHIXINCAIFUHUNHEC
021755,ZOJZPZHHFQA,中欧价值品质混合发起A,混合型-偏股,ZHONGOUJIAZHIPINZHIHUNHEFAQIA
021756,ZOJZPZHHFQC,中欧价值品质混合发起C,混合型-偏股,ZHONGOUJIAZHIPINZHIHUNHEFAQIC
021779,DFHCZXFHHA,东方红成长先锋混合A,混合型-偏股,DONGFANGHONGCHENGZHANGXIANFENGHUNHEA
021780,DFHCZXFHHC,东方红成长先锋混合C,混合型-偏股,DONGFANGHONGCHENGZHANGXIANFENGHUNHEC
021784,QHKYGXL100QGPC,前海开源股息率100强股票C,股票型,QIANHAIKAIYUANGUXILV100QIANGGUPIAOC
021792,HTBXCYSJHHFQA,华泰保兴产业升级混合发起A,混合型-偏股,HUATAIBAOXINGCHANYESHENGJIHUNHEFAQIA
021793,HTBXCYSJHHFQC,华泰保兴产业升级混合发起C,混合型-偏股,HUATAIBAOXINGCHANYESHENGJIHUNHEFAQIC
021812,DXCTLHXGHHFQA,东兴宸泰量化选股混合发起A,混合型-偏股,DONGXINGCHENTAILIANGHUAXUANGUHUNHEFAQIA
021813,DXCTLHXGHHFQC,东兴宸泰量化选股混合发起C,混合型-偏股,DONGXINGCHENTAILIANGHUAXUANGUHUNHEFAQIC
021814,HTBRHLLHXGHHA,华泰柏瑞红利量化选股混合A,混合型-偏股,HUATAIBAIRUIHONGLILIANGHUAXUANGUHUNHEA
021815,HTBRHLLHXGHHC,华泰柏瑞红利量化选股混合C,混合型-偏股,HUATAIBAIRUIHONGLILIANGHUAXUANGUHUNHEC
021820,JSXSLHHC,嘉实新思路混合C,混合型-灵活,JIASHIXINSILUHUNHEC
021826,GTRYPRLHXGHHA,国投瑞银磐睿量化选股混合A,混合型-偏股,GUOTOURUIYINPANRUILIANGHUAXUANGUHUNHEA
021827,GTRYPRLHXGHHC,国投瑞银磐睿量化选股混合C,混合型-偏股,GUOTOURUIYINPANRUILIANGHUAXUANGUHUNHEC
021830,GSABNYCYGPFQSA,国寿安保农业产业股票发起式A,股票型,GUOSHOUANBAONONGYECHANYEGUPIAOFAQISHIA
021831,GSABNYCYGPFQSC,国寿安保农业产业股票发起式C,股票型,GUOSHOUANBAONONGYECHANYEGUPIAOFAQISHIC
021857,DFHYJJXHHA,东方红远见精选混合A,混合型-偏股,DONGFANGHONGYUANJIANJINGXUANHUNHEA
021858,DFHYJJXHHC,东方红远见精选混合C,混合型-偏股,DONGFANGHONGYUANJIANJINGXUANHUNHEC
021859,ZSHJHLJXHHXFQSA,浙商汇金红利精选混合型发起式A,混合型-偏股,ZHESHANGHUIJINHONGLIJINGXUANHUNHEXINGFAQISHIA
021860,ZSHJHLJXHHXFQSC,浙商汇金红利精选混合型发起式C,混合型-偏股,ZHESHANGHUIJINHONGLIJINGXUANHUNHEXINGFAQISHIC
021864,ZOZZ800YJZXHHFQA,中欧中证800研究智选混合发起A,混合型-偏股,ZHONGOUZHONGZHENG800YANJIUZHIXUANHUNHEFAQIA
021865,ZOZZ800YJZXHHFQC,中欧中证800研究智选混合发起C,混合型-偏股,ZHONGOUZHONGZHENG800YANJIUZHIXUANHUNHEFAQIC
021875,LBMZYJXGPFQA,路博迈资源精选股票发起A,股票型,LUBOMAIZIYUANJINGXUANGUPIAOFAQIA
021876,LBMZYJXGPFQC,路博迈资源精选股票发起C,股票型,LUBOMAIZIYUANJINGXUANGUPIAOFAQIC
021884,TPLHXGHHA,太平量化选股混合A,混合型-偏股,TAIPINGLIANGHUAXUANGUHUNHEA
021885,TPLHXGHHC,太平量化选股混合C,混合型-偏股,TAIPINGLIANGHUAXUANGUHUNHEC
021899,RTPZYXHHA,融通品质优选混合A,混合型-偏股,RONGTONGPINZHIYOUXUANHUNHEA
021900,RTPZYXHHC,融通品质优选混合C,混合型-偏股,RONGTONGPINZHIYOUXUANHUNHEC
021902,GFZTLXHHC,广发主题领先混合C,混合型-灵活,GUANGFAZHUTILINGXIANHUNHEC
021904,ZYESGZTHHFQA,中银ESG主题混合发起A,混合型-偏股,ZHONGYINESGZHUTIHUNHEFAQIA
021905,ZYESGZTHHFQC,中银ESG主题混合发起C,混合型-偏股,ZHONGYINESGZHUTIHUNHEFAQIC
021910,BHHJYXJZHHFQA,渤海汇金优选价值混合发起A,混合型-偏股,BOHAIHUIJINYOUXUANJIAZHIHUNHEFAQIA
021911,BHHJYXJZHHFQC,渤海汇金优选价值混合发起C,混合型-偏股,BOHAIHUIJINYOUXUANJIAZHIHUNHEFAQIC
021915,BDDPJZGPA,博道大盘价值股票A,股票型,BODAODAPANJIAZHIGUPIAOA
021916,BDDPJZGPC,博道大盘价值股票C,股票型,BODAODAPANJIAZHIGUPIAOC
021918,YYGGTPZSHHXHHC,永赢港股通品质生活慧选混合C,混合型-偏股,YONGYINGGANGGUTONGPINZHISHENGHUOHUIXUANHUNHEC
021919,GTHTHLLHXGHHA,国泰海通红利量化选股混合A,混合型-偏股,GUOTAIHAITONGHONGLILIANGHUAXUANGUHUNHEA
021920,GTHTHLLHXGHHC,国泰海通红利量化选股混合C,混合型-偏股,GUOTAIHAITONGHONGLILIANGHUAXUANGUHUNHEC
021925,GTRYHXHBHHC,国投瑞银弘信回报混合C,混合型-偏股,GUOTOURUIYINHONGXINHUIBAOHUNHEC
021937,HABDTCYGPFQSA,华安半导体产业股票发起式A,股票型,HUAANBANDAOTICHANYEGUPIAOFAQISHIA
021938,HABDTCYGPFQSC,华安半导体产业股票发起式C,股票型,HUAANBANDAOTICHANYEGUPIAOFAQISHIC
021943,GLXJYHHC,国联新机遇混合C,混合型-灵活,GUOLIANXINJIYUHUNHEC
021953,XBLDXDXHHC,西部利得新动向混合C,混合型-灵活,XIBULIDEXINDONGXIANGHUNHEC
